# X,Y
1.791979197919792099e+00,4.952905892152198675e+00
8.468846884688469023e-01,1.424248464429043626e+00
1.000300030003000273e+00,4.543642352265925277e-01
1.884188418841884261e+00,6.681509999962383262e+00
8.890889088908890958e-01,1.211691045991001303e+00
2.672267226722672140e-01,4.713674470519794713e-01
5.564556455645565114e-01,-4.860506834502766327e-01
7.856785678567856923e-01,1.484988229784589775e+00
5.450545054505451237e-01,-5.777834412341641412e-01
3.032303230323032395e-01,1.369536035202557067e-01
2.124212421242124282e-01,8.603190400913209857e-01
1.765776577657765856e+00,4.576600156733484859e+00
8.640864086408641676e-01,1.351222526278571090e+00
1.077507750775077433e+00,2.752223138214556775e-01
1.145114511451145178e+00,6.035640272549464003e-01
1.417341734173417356e+00,3.846580728521683312e+00
1.334733473347334831e+00,3.081810125658076771e+00
3.742374237423742311e-01,-5.128740529303353890e-01
4.796479647964796422e-01,-8.861176110758143265e-01
6.598659865986599149e-01,5.975885519643973076e-01
7.548754875487548865e-01,1.383934818502234876e+00
9.614961496149615483e-01,6.998398802645976469e-01
2.420242024202420156e-02,2.396824995239319189e-01
2.406240624062406241e-01,6.847803790444866312e-01
2.820282028202820146e-01,3.382428792016989871e-01
1.743974397439744140e+00,4.317135198616671943e+00
1.132113211321132129e-01,9.067627988719372256e-01
1.337133713371337240e+00,3.111504327131922487e+00
1.068106810681068164e-01,8.775085187009852294e-01
1.429142914291429145e+00,3.907077350309730690e+00
1.573357335733573503e+00,3.869165328145636629e+00
8.550855085508550779e-01,1.392066543965146508e+00
1.718771877187718733e+00,4.081697299402183177e+00
1.758375837583758372e+00,4.482849588748477387e+00
7.394739473947394837e-01,1.300749096781702141e+00
1.742174217421742277e+00,4.298001274340328415e+00
1.161516151615161530e+00,7.529061818306501674e-01
1.247124712471247232e+00,1.844697967502455072e+00
9.184918491849185518e-01,1.012430898598068563e+00
1.462146214621462104e+00,4.010884109115137264e+00
1.419141914191419218e+00,3.856629113661059982e+00
8.254825482548254767e-01,1.483233560635308645e+00
1.386338633863386294e+00,3.627208081407096163e+00
9.014901490149015428e-01,1.131123094461313094e+00
1.375737573757375820e+00,3.532537107817382172e+00
1.455345534553455389e+00,3.997062501486618125e+00
1.452745274527452723e+00,3.990773986355029557e+00
1.083308330833083311e+00,2.844966468505003565e-01
5.840584058405840634e-02,5.516133556946383187e-01
2.828282828282828176e-01,3.308329715495986756e-01
1.647564756475647707e+00,3.777793584029035756e+00
1.202120212021202117e-01,9.345424412707705741e-01
1.313731373137313696e+00,2.807781817993906692e+00
3.144314431443144264e-01,2.836516063913250771e-02
4.980498049804980565e-01,-8.407304924483383068e-01
1.982198219821982299e+00,8.614529273772520312e+00
8.286828682868286888e-01,1.476844417172615387e+00
5.394539453945395024e-01,-6.192319247509612268e-01
1.997599759975997591e+00,8.874119946821787508e+00
1.150915091509151056e+00,6.535156143272090601e-01
3.028302830283028380e-01,1.408190493558900691e-01
1.522552255225522622e+00,3.993470612305538125e+00
1.487348734873487288e+00,4.031266839409560987e+00
7.892789278927893060e-01,1.490937246435884100e+00
5.638563856385638839e-01,-4.216267674302794921e-01
1.695369536953695411e+00,3.925332919377309882e+00
1.630163016301630297e+00,3.772642236070421262e+00
5.470547054705470202e-01,-5.623872895338516420e-01
2.046204620462046264e-01,8.976732824004023392e-01
1.213921392139214017e+00,1.374556158521973659e+00
7.126712671267126931e-01,1.108958842269377021e+00
7.314731473147314533e-01,1.249470835973316651e+00
1.899989998999900065e+00,7.008670018302759708e+00
8.602860286028602976e-01,1.369143614279834109e+00
1.518351835183518350e+00,4.001129222652075157e+00
1.354535453545354651e+00,3.315186958447572607e+00
1.482548254825482692e+00,4.030883039370898757e+00
5.372537253725372386e-01,-6.348275576070048221e-01
5.756575657565756732e-01,-3.118428789099493281e-01
1.841784178417841922e+00,5.829214839430904682e+00
4.068406840684068437e-01,-7.323712864978456638e-01
1.090509050905090538e+00,3.009351224816930737e-01
9.854985498549855283e-01,5.400640380097543325e-01
6.662666266626663392e-01,6.662016344894219344e-01
